,title,address,area,price,number_bedroom,number_wc,number_floor,direction,entrance,facade,number_parking,id_estate
1431,Chung cư quận hà đông - 2 phòng ngủ tầng trung,"Chung cư BID Residence, Quận Hà Đông, Hà Nội",79,2,2,2,24,Đông nam,50,50,4,3943218
1432,Bán căn hộ 2pn đẹp nhất tây sài gòn được tặng thêm nội thất và hoàn tiền 100,"Nguyễn Văn Linh, Huyện Bình Chánh, TP HCM",59,2.1,2,2,20,Đông nam,80,60,,3943217
1433,Bán căn hộ bình chánh mặt tiền nguyễn văn linh chỉ trả trước 630 triệu,"NGUYỄN VĂN LINH, Huyện Bình Chánh, TP HCM",59,2.1,2,2,20,Đông nam,80,60,,3943212
1434,Cơ Hội Vàng Để Sở Hữu Căn 3PN Duy Nhất Trên Một Mặt Sàn Với Chính Sách Cực Tốt,"TÊN LỬA, Quận Bình Tân, ",84,4.62,,,,,,,,3943211
1435,"Chỉ 1.7x tỷ, tt 600tr, sở hữu ngay ch cao cấp eco city việt hưng, vay 70%,ls0%","Căn hộ Eco City Việt Hưng, Quận Long Biên, Hà Nội",72,1.79,2,2,16,,,,,3941264
1436,Bán căn 2pn grand center view biển giá 2tỷ2 tặng gói bảo hiểm 400tr 1 chỉ vàng,"Grand Center, Thành Phố Quy Nhơn, Bình Định",70,2.2,2,2,42,,30,30,,3943173
1437,"Bán căn 2pn moonlight center point bình tân, giá chỉ 3.6 tỷ","Căn hộ Moonlight Park View, Quận Bình Tân, TP HCM",68,3.6,2,2,,,,,,3942500
1438,Bán căn 2pn grand center giá 2tỷ2 tặng gói bảo hiểm 400tr 1 chỉ vang,"Grand Center, Thành Phố Quy Nhơn, Bình Định",70,2.2,2,2,5,,,,,3942869
1439,"Kẹt tiền mùa dịch cần bán căn 2pn melody quy nhơn, cắt lỗ 530 triệu/1 căn","Quy Nhơn Melody Hưng Thịnh, Thành Phố Quy Nhơn, Bình Định",50,1.35,1,1,,,,,,3942870
1440,"Bán căn melody quy nhơn 1pn 1.35 ty , lợi nhuận cho thuê 18tr/tháng","Quy Nhơn Melody Hưng Thịnh, Thành Phố Quy Nhơn, Bình Định",50,1.35,1,1,,,30,,,3942872
1441,"Bán căn 2pn moonlight center point bình tân, giá 3.6 tỷ","Căn hộ Moonlight Park View, Quận Bình Tân, TP HCM",68,3.6,2,2,,,,,,3942876
1442,Bán căn 2pn moonlight center point bình tân giá chỉ 3.6 tỷ,"Căn hộ Moonlight Park View, Quận Bình Tân, TP HCM",68,3.6,2,2,24,,30,,,3942206
1443,Bán căn 1pn cuối cùng grand center quy nhơn giảm gần 500 triệu( 24%),"Grand Center, Thành Phố Quy Nhơn, Bình Định",50,1.5,1,1,,,,,,3942031
1444,Bán căn 2pn grand center quy nhơn trung tâm thành phố giá 2.2 tỷ,"Grand Center, Thành Phố Quy Nhơn, Bình Định",70,2.2,2,2,42,,30,,,3941846
1445,Bán căn 2pn grand center giá 2tỷ2 tặng gói bảo hiểm 400tr 1 chỉ vang,"Grand Center, Thành Phố Quy Nhơn, Bình Định",70,2.2,2,2,,,,,,3943051
1446,"Bán căn 2pn moonlight center point bình tân, giá 3.6 tỷ","Căn hộ Moonlight Park View, Quận Bình Tân, TP HCM",68,3.6,2,2,,,30,,,3943052
1447,Bán căn 1pn melody quy nhơn giá cắt lỗ 350 triệu/ căn,"Quy Nhơn Melody Hưng Thịnh, Thành Phố Quy Nhơn, Bình Định",50,1.35,1,1,,,30,,,3943047
1448,Đầu tư mùa dịch sinh lời vô địch chỉ 139 triệu,"Takashi Ocean Suite, Thành Phố Quy Nhơn, Bình Định",52,1.39,1,1,39,,,,1,3939009
1449,Cơ hội cuối cùng sở hữu căn hộ vista riverside vị trí độc tôn mặt tiền sông sg,"Quận 12, TP HCM",43,1.08,1,1,15,Đông nam,32,200,4,3920306
1450,Ch giá rẻ ngay aeon mall canary bình dương: - 𝐓rả trước 200 triệu,"Thị Xã Thuận An, Bình Dương",33,0.8,1,1,10,Đông nam,22,30,4,3920382
1451,"Bán ch 2pn 52m2 view sông, sân golf 1,3 tỷ (vat) góp 5tr nhận nhà 10/2021","Quận 12, TP HCM",52,1.3,2,1,19,Đông nam,32,200,4,3886510
1452,Ch view sông sg giá dưới 1 tỷ đồng (vat) nhận nhà 10/2021 cách emart gò vấp 25p,"Căn hộ Vista Riverside, Thị Xã Thuận An, Bình Dương",48,1.12,2,1,24,Đông nam,32,200,4,3877742
1453,Vista là ch rẻ nhất thị trường 2021 view sông sg 25tr/m2 vat nhận nhà 10/2021,"Chung cư Eden Riverside, Thị Xã Thuận An, Bình Dương",52,1.3,2,1,4,Đông nam,32,200,4,3881019
1454,An cư với 400tr góp từ 4tr ch 43m2 balcony view sông sg cách giga thủ đức 20p,"Căn hộ Vista Riverside, Thị Xã Thuận An, Bình Dương",43,0.99,1,1,20,Tây bắc,32,200,4,3880262
1455,"Ch cao cấp cho gia đình trẻ 48m2 1pn plus, shr, ban công view sông sài gòn","Thị Xã Thuận An, Bình Dương",48,1.2,2,1,10,Đông nam,32,200,,3829456
1456,Thỏa ước mơ sở hữu nhà thành phố giá rẻ dưới 1 tỷ đông - legacy central,"Legacy Central, Thị Xã Thuận An, Bình Dương",42,1.1,1,1,10,Đông nam,22,64,4,3828135
1457,"Căn 2pn view sông sg 1 tỷ 3 (vat), trả trước 450tr nhận nhà, góp 4-6tr/tháng","Quận 12, TP HCM",52,1.3,2,1,4,Đông nam,32,200,4,3879518
1458,"Ch 52m2 view sông sg, ngay trung tâm tp. thuận an, gía chỉ 25tr/m2 (vat)","Quận 12, TP HCM",52,1.3,2,1,4,Tây bắc,32,200,4,3878669
1459,"Căn góc 56m2 view sông sg, tt 490tr, gíap thủ đức q12 vào ở 10/2021","Chung cư Eden Riverside, Thị Xã Thuận An, Bình Dương",56,1.45,2,1,16,Tây Nam,32,200,4,3884609
1460,Ch tp. thuận an 10/2021 nhận nhà duy nhất căn 52m2 view sông sg 2pn tt chỉ 449tr,"Quận 12, TP HCM",52,1.3,2,1,12,Đông nam,32,200,4,3896793
1461,Bán nhà 48m2 sổ riêng view sông sg thoáng mát ngay cầu phú long q12 tt chỉ 400tr,"Quận 12, TP HCM",48,1.2,1,1,17,Đông nam,32,200,4,3891369
1463,Ch sắp giao mt sông 1pn plus chỉ 24tr/m2 48m rẻ nhất 2021 ngay cầu phú long q12,"Quận 12, TP HCM",48,1.14,1,1,24,Đông nam,32,200,4,3875110
1464,"Ch cao cấp cho gia đình trẻ 48m2 tt chỉ 400tr, shr, ban công view sông sài gòn","Quận 12, TP HCM",48,1.2,2,1,4,Đông nam,32,200,4,3920333
1465,Bạn ước mơ chúng tôi hiện thực - legacy thuận án - chỉ từ 900tr/căn tt 225t,"Phường Thuận Giao, Thị Xã Thuận An, Bình Dương",33,0.9,1,1,12,Tây Nam,16,32,4,3941650
1466,Hot 2021 mua nhà - trúng nhà cùng căn hộ legacy central ngay gần aeon mall cana,"Legacy Central, Thị Xã Thuận An, Bình Dương",33,0.9,1,1,14,Tây Nam,16,22,4,3941651
1467,Mở bán tháng 8/2021 ch giá rẻ 2pn dự án legacy central thuận an tt 135tr sở hữu,"Phường Thuận Giao, Thị Xã Thuận An, Bình Dương",33,0.9,1,1,16,Tây Nam,16,32,4,3941652
1468,Căn hộ eco city việt hưng - đẳng cấp resort liền kề vinhomes riverside,"Căn hộ Eco City Việt Hưng, Quận Long Biên, Hà Nội",65,1.8,2,2,,Đông nam,,,,3913909
1469,"Căn hộ him lam chợ lớn quận 6, đã có sổ hồng, giá bán 3.2 tỷ/căn, hỗ trợ vay 70%","Quận 6, TP HCM",83,3.25,2,2,24,,30,100,1,3943187
1470,"Căn hộ 4pn đẹp nhất dự án, chính sách tốt, giá rẻ, ở ngay chỉ hơn 900tr","Tố Hữu, Quận Hà Đông, Hà Nội",135,3,4,3,,Đông bắc,,,,3943186
1471,"Căn hộ lovera vista khang điền bình chánh 1-2-3pn, giá tốt, đã nhận nhà","Huyện Bình Chánh, TP HCM",52,1.8,2,1,22,,,,1,3943185
1472,"Chung cư hpc landmark 105 142m² 3pn, tại hà đông","Phường La Khê, Quận Hà Đông, Hà Nội",142,2.7,3,2,,,,,,3939373
1473,"Bán căn hộ quận hà đông, 3pn, 3wc, thanh toán 320tr nhận nhà ở ngay","Phường La Khê, Quận Hà Đông, Hà Nội",143,3.2,3,3,15,,,,,3942798
1474,"Bán căn hộ quận hà đông, 3pn, 3wc, thanh toán 320tr nhận nhà ở ngay","Phường La Khê, Quận Hà Đông, Hà Nội",143,3.2,3,3,15,,,,,3942798
1475,Ngân hàng hỗ trợ 70% không lãi không gốc đến khi nhận nhà,"West Gate Park, Huyện Bình Chánh, TP HCM",59,2.1,2,2,,,,,,3943183
1476,"Căn hộ ricca phú hữu quận 9, giá từ 1.8 tỷ, hỗ trợ vay 70%","Quận 9, TP HCM",56,1.8,2,1,18,Đông nam,20,100,1,3943181
1477,Kđt rose town dự án tâm điểm phiá nam hà nội mở bán thêm nhiều quỹ căn mới,"Rose Town, Quận Hoàng Mai, Hà Nội",65,1.8,2,2,,Đông nam,,,2,3943180
1478,Căn hộ 3pn rẻ nhất quận tây hồ chỉ từ 2.7 tỷ,"Chung cư Tây Hồ RiverView, Quận Tây Hồ, Hà Nội",92,2.77,3,2,,Nam,,,4,3943179
1479,Mở bán 249 căn hộ chung cư cao cấp tại dự án the jade orchid,"The Jade Orchid Garden, Quận Bắc Từ Liêm, Hà Nội",67.8,2.5,2,2,,,,,1,3943172
1480,Ai sẽ trở thành những chủ nhân tương lai của căn hộ the jade orchid,"The Jade Orchid Garden, Quận Bắc Từ Liêm, Hà Nội",67.8,2.5,2,2,,,,,1,3943168
1481,Bán căn 2 pn hướng đông nam view trọn vinhomes chỉ 2 tỷ/ 72m2 lh 0909860283,"Căn hộ Eco City Việt Hưng, Quận Long Biên, Hà Nội",72.84,2,2,2,6,Đông nam,,,1,3925288
1482,Eco city việt hưng chỉ 600 tr nhận nhà ở ngay căn góc 2 pn 65m2 full đồ cao cấp,"Căn hộ Eco City Việt Hưng, Quận Long Biên, Hà Nội",65,1.7,2,2,8,Đông nam,,,1,3925912
1483,"Chính chủ cần bán căn hộ grand center 1pn, giá 1.6 tỷ, view hồ bơi","Grand Center, Thành Phố Quy Nhơn, Bình Định",50,1.67,1,1,43,Tây bắc,40,,1,3943146
1485,Hỗ trợ lãi suất 0% trong vòng 3 năm thanh toán theo tiến độ 1% mỗi tháng ,"Quận Bình Tân, ",65,3.6,,,,,,,,3943142
1487,1 căn duy nhất suất ngoại giao chỉ 2ty2 2pn trả góp không lãi suất,"Biên Hòa Newcity, TP Biên Hòa, ",65,2.2,2,2,12,Tây Bắc,30,30,2,3919181
1488,"Căn hộ him lam phú an quận 9 ngay cầu rạch chiếc, giá từ 2.55 tỷ 69m2 2pn 2wc","Quận 9, TP HCM",69,2.55,2,2,17,,30,50,1,3943132
1489,"Căn hộ him lam phú an quận 9 ngay cầu rạch chiếc, giá từ 2.55 tỷ 69m2 2pn 2wc","Quận 9, TP HCM",69,2.55,2,2,17,,30,50,1,3943132
1490,"Bán căn 3 ngủ, 100m2, 2,4 tỷ chung cư rose town hoàng mai","Rose Town, Quận Hoàng Mai, Hà Nội",100,2.4,,,,,,,,3941402
1491,"Bán căn 2 ngủ 70m2, giá 26 triệu/m2, chung cư rose town, hoàng mai","Phương Đông Green Park, Quận Hoàng Mai, Hà Nội",70,1.74,,,,,,,,3941459
1492,"Bán căn 74m2, chung cư phương đông green park, 2,07 tỷ","Phương Đông Green Park, Quận Hoàng Mai, Hà Nội",74,2,,,,,,,,3940770
1493,"Chính chủ cần bán căn hộ gần aeon mall bình dương, giá chỉ 800 triệu","Legacy Central, Thị Xã Thuận An, Bình Dương",45,0.8,1,1,,Đông nam,32,,,3943110
1494,Chung cư housinco premium lựa chọn cuối cùng tại nguyễn xiển,"Quận Hoàng Mai, Hà Nội",93,0.3069,3,2,,,,,3,3943106
1496,Hướng dẫn đăng ký mua căn hộ cao cấp giá 0 đồng mùa dịch covid:,"Picity High Park, Quận 12, TP HCM",58,2.02,2,1,,,25,30,4,3943089
1497,Chủ đầu tư bán ccmn xã đàn(26-45m2) chỉ từ 550tr/căn full đồ,"Quận Đống Đa, Hà Nội",26,0.55,1,1,,,,,,3669921
1499,"Bán căn hộ 3 phòng ngủ diện tích 99m2 chung cư quận cầu giấy, vay 0%, ck 6%","Quận Cầu Giấy, Hà Nội",99,4,3,2,,,,,1,3910330
1500,Căn hộ cao cấp bàn giao full nội thất ngay tại mặt đường nguyễn xiển,"Housinco Premium, Huyện Thanh Trì, Hà Nội",93,0.2976,3,2,,,,,4,3933519
1501,"Bán căn hộ 2pn (72m2), tầng đẹp ban công đông nam view vinhomes giá 2.08tỷ","KĐT Việt Hưng, Quận Long Biên, Hà Nội",72,2.08,2,2,7,Đông nam,30,30,1,3932121
1502,"Quỹ căn ngoại giao eco city 1.78 tỷ/căn 2pn, 2.1 tỷ/căn 3pn,đã có sổ","Căn hộ Eco City Việt Hưng, Quận Long Biên, Hà Nội",63,1.8,2,2,16,Đông nam,20,20,1,3856158
1503,"Chuyển nhượng căn 3pn(83.37m2) ecocicty việt hưng,căn hộ đã có sổ,nhà mới ở ngay","Căn hộ Eco City Việt Hưng, Quận Long Biên, Hà Nội",84,2.2,3,2,5,Nam,40,,1,3857427
1504,Căn 2pn (72m2) ecocity việt hưng_full nội thất cao cấp_nhận nhà ở ngay,"Căn hộ Eco City Việt Hưng, Quận Long Biên, Hà Nội",72,2,2,2,16,Đông nam,20,20,1,3857605
1505,Căn góc cao cấp 3pn (83m2)_tầng đẹp view vinhomes_hướng đn_đã có sổ,"KĐT Việt Hưng, Quận Long Biên, Hà Nội",84,2.2,3,2,16,Đông nam,20,20,,3854218
1506,"Bán gấp ch3pn (86m2) ecocity full nt,đã có sổ,htls 0% 24,nhà mới ở ngay","Căn hộ Eco City Việt Hưng, Quận Long Biên, Hà Nội",86,2.5,3,2,16,Tây bắc,30,100,,3885777
1507,Bán căn hộ 2pn full nội thất đẹp nhất việt hưng_đã có sổ_nhà mới_ vay 0% 2 năm,"KĐT Việt Hưng, Quận Long Biên, Hà Nội",63,1.8,2,2,8,Đông nam,20,20,,3887905
1508,"Quỹ căn ngoại giao trực tiếp cđt valencia chỉ từ 1.5 tỷ/căn 2pn, 1.9tỷ/căn","Căn hộ Valencia Garden, Quận Long Biên, Hà Nội",61,1.5,2,1,8,Đông nam,30,,2,3886821
1509,"Căn góc siêu đẹp eco city việt hưng 1,8 tỷ/căn - nhận nhà ngay - hỗ trợ vay 70%","Quận Long Biên, Hà Nội",65,1.8,2,2,,,,,,3890716
1510,"Bán căn góc 3 phòng ngủ chung cư valencia garden, nhận nhà ở ngay","Căn hộ Valencia Garden, Quận Long Biên, Hà Nội",79,1.94,3,2,8,,30,,,3890731
1511,Căn hộ ở cao cấp view biển mỹ khê. vật liệu nhập khẩu châu âu. sắp mở bán.,"The Sang Residence, Quận Ngũ Hành Sơn, Đà Nẵng",105,5.25,3,3,18,Đông,15.5,,,3930157
1513,"Chỉ 1.7 tỷ nhận nhà ở ngay căn 2 pn full nội thất ht 0% ls 24 th, lh 0909860283","Căn hộ Eco City Việt Hưng, Quận Long Biên, Hà Nội",63,1.7,2,2,10,Đông nam,,,1,3924013
1514,"Căn hộ cao cấp 2pn 2vs sài Đồng long biên chỉ 2,1 t̘","Long Bien, Ha Noi",72,0.029,1,1,1,---,1,,,3943041
1515,"Chiết khấu 34% - căn hộ biên hòa universe giảm 840 triệu/căn 2,36 tỷ còn 1,52 tỷ","Biên Hòa Universe Complex, TP Biên Hòa, Đồng Nai",74,1.55,2,2,,,,,,3939376
1516,Căn ngoại giao cao cấp 4* cho người nước ngoài an cư lập nghiệp tại bắc ninh,"Green Pearl Bắc Ninh, TP. Bắc Ninh, Bắc Ninh",73,1.7,2,2,6,,,,,3943040
1517,Căn hộ mini cao cấp ecohome- sự lựa chọn thông minh của mọi nhà,"CÁCH MẠNG THÁNG 8, Quận 3, TP HCM",20,1,1,1,,,,,,3943034
1518,Sở hữu ngay căn hộ mặt biển quy nhơn vĩnh viễn - tập đoàn danh khôi,"Takashi Ocean Suite, Thành Phố Quy Nhơn, Bình Định",45,1.39,1,1,,,,,1,3943032
1519,"Chính chủ cần tiền bân gấp căn hộ 2pn picity q12, giá thương lượng","Picity High Park, Quận 12, TP HCM",58,0.117102,2,1,9,Nam,25,30,4,3943029
1520,"Legacy central, chiết khấu lên đến 100 triệu, thanh toán chỉ 135 triệu","Thị Xã Thuận An, Bình Dương",32,0.9,,,,,15,,,3936321
1521,"Căn hộ 3pn quy mô lớn nhất tphcm với đầy đủ tiện nghi, sổ hồng vĩnh viễn,l","Picity High Park, Quận 12, TP HCM",80,2.56,3,2,12,,30,,4,3942825
1522,"Legacy central - căn hộ cao cấp giá chỉ 135tr, ngân hàng cho vay 75%.","Thị Xã Thuận An, Bình Dương",45,0.135,1,1,16,Đông bắc,45,,,3943008
1523,"Chỉ từ 3tỷ, tt 500tr sở hữu ngay ch 3pn 3bc hướng đông nam g1 le grand jardin","Sài Đồng, Quận Long Biên, Hà Nội",97,3,3,2,15,Đông nam,30,,,3942498
1524,Bán căn hộ chung cư vinhomes ocean park 2pn,"Vinhomes Ocean Park, Huyện Gia Lâm, Hà Nội",60,1.73,2,1,26,,,,,3942994
1525,Với 600 triệu bạn vẫn có thể mua nhà ngay trung tâm khu tây sg,"West Gate Park, Huyện Bình Chánh, TP HCM",59,2.1,2,2,,,,,,3942992
1526,Cần bán căn hộ 2 pn tại mặt đường nguyễn xiển,"Housinco Premium, Huyện Thanh Trì, Hà Nội",76,2.75,2,2,31,Tây bắc,,,1,3942987
1527,Căn hộ 2 pn cao cấp giữa trung tâm quận hoàng mai,"Feliz Homes, Quận Hoàng Mai, Hà Nội",79,2.54,2,2,27,Tây bắc,,,1,3942986
1528,"Căn hộ 3 pn hướng đông nam tại quận hoàng mai giá 3,6 tỷ","Feliz Homes, Quận Hoàng Mai, Hà Nội",107,3.6,3,2,27,Đông nam,,,1,3942984
1529,Bán suất ngoại giao 72.84m2 - 2.082 tỷ 2pn tại eco city việt hưng,"Căn hộ Eco City Việt Hưng, Quận Long Biên, Hà Nội",72.84,2.08,2,2,,,,,,3940937
1530,Bán căn hộ 3pn - giá 3.035tỷ duy nhất còn lại tại eco city việt hưng,"Căn hộ Eco City Việt Hưng, Quận Long Biên, Hà Nội",83,3.03,3,2,,,,,,3940942
1531,"2.7 tỷ, sở hữu ngay căn hộ hạng sang 86m2 tại eco city việt hưng","Căn hộ Eco City Việt Hưng, Quận Long Biên, Hà Nội",86,2.7,3,2,,,,,,3940925
1532,2.082 tỷ sở hữu căn cc 72m2 tại eco city việt hưng,"Căn hộ Eco City Việt Hưng, Quận Long Biên, Hà Nội",72,2.08,,,,,,,,3940795
1533,Bán căn hộ cc eco city việt hưng 63m2 - 1.8 tỷ,"Căn hộ Eco City Việt Hưng, Quận Long Biên, Hà Nội",63,1.8,2,2,,Đông nam,,,4,3921938
1534,"Chung cư eco city việt hưng 72m2- 2.3 tỷ bank hỗ trợ 70%,ân hạn 24 tháng gốc lãi","Căn hộ Eco City Việt Hưng, Quận Long Biên, Hà Nội",72,2.28,2,2,,,,,,3940735
1535,"Le grand jardin sài đồng 63m2 2.2 tỷ, nh hỗ trợ 70%, ân hạn trong 12 tháng","Sài Đồng, Quận Long Biên, Hà Nội",63,2.2,2,2,,,,,,3940789
1536,⭐rinh ngay 10 chỉ vàng⭐ck 7%⭐duy nhất tháng 8⭐green pearl bn⭐lh 0833582222,"Green Pearl Bắc Ninh, TP. Bắc Ninh, Bắc Ninh",73,1.61,2,2,29,,40,,,3942951
1537,"Mua căn hộ bây giờ không khó nữa, liên hệ ngay","EcoLife Riverside, Thành Phố Quy Nhơn, Bình Định",60,1.18,2,2,28,Tây bắc,,,,3941472
1538,"Căn hộ 2 pn khu tây sài gòn, giá hấp dẫn","Picity High Park, Quận 12, TP HCM",57,2.3,2,1,18,,25,,,3941433
1539,"Căn hộ 3 pn đủ tiện ích chỉ 900tr nhận nhà q12, giá f0 trực tiếp từ cdt","Picity High Park, Quận 12, TP HCM",80,2.8,3,2,18,Bắc,25,,,3909829
1540,Khám phá chất sống đẳng cấp tựa tỷ phú tại sun marina town,"Sunshine Marina Bay, Thành Phố Hạ Long, Quảng Ninh",50,2.8,,,,,,,,3942950
1541,Em bán dự án rose town ngay cuối đường giải phóng đã nhận nhà ở luôn trước tết,"Rose Town, Quận Hoàng Mai, Hà Nội",71,1.8,2,2,27,,,,1,3866951
1542,Ưu đãi khủng nhân dịp cất nóc toà dv03 dự án rose town,"Rose Town, Quận Hoàng Mai, Hà Nội",65,1.86,2,2,7,,,,1,3905631
1543,"Bán chung cư laveder garden 176 định công giá từ 1,6 tỷ","Định Công, Quận Hoàng Mai, Hà Nội",56,1.65,2,2,9,,,,1,3928939
1544,Khu căn hộ sở hữu tiện ích đẳng cấp nhất tây sài gòn chỉ với 660tr đồng,"West Gate Park, Huyện Bình Chánh, TP HCM",59,2,2,2,20,,,,,3942948
1545,"Ch 52m2 mt sông sg, cầu phú long q12, tt 450tr sở hữu, shr, ck 1 chỉ vàng sjc","Chung cư Eden Riverside, Thị Xã Thuận An, Bình Dương",52,1.3,2,1,4,Đông nam,32,200,4,3934331
1546,"Cần bán gấp ch 2pn view sông sg giá 1 tỷ 3 (vat), tt 450tr sở hữu ngay","Căn hộ Vista Riverside, Thị Xã Thuận An, Bình Dương",52,1.3,2,1,4,Đông nam,32,200,4,3803301
1547,"Căn hộ thuận an thanh toán 225tr nhận nhà, có ngân hàng hỗ trợ vay","Legacy Central, Thị Xã Thuận An, Bình Dương",40,0.9,,,,Đông,,,,3942916
1548,Thanh toán 260 triệu căn hộ nhật bản ven biển quy nhơn tỷ suất sinh lời 20%,"Takashi Ocean Suite, Thành Phố Quy Nhơn, Bình Định",40,1.4,1,1,,Đông bắc,,,,3942907
1549,Hàng loạt chương trình tri ân khách hàng khi sở hữu căn hộ trong tháng 8 này,"EcoLife Riverside, Thành Phố Quy Nhơn, Bình Định",42,1.04,1,2,28,Tây Nam,,,,3941430
1550,"Mua căn hộ chi cần với 350 triệu, nhận nhà ở ngay, tin được không? lh","EcoLife Riverside, Thành Phố Quy Nhơn, Bình Định",42,1.04,1,1,28,Tây Nam,,,,3941436
1551,"Chủ nhà bán gấp 1 1pn 49m2 căn hộ đáng sống nhất q9, tt 999 triệu ký hdmb","The Ricca, Quận 9, TP HCM",49,1.68,1,1,13,Tây bắc,,,1,3923457
1552,"Hot chỉ với 590 triệu sở hữu căn hộ 2pn, full nội thất, htls 0% 12 tháng","Housinco Premium, Huyện Thanh Trì, Hà Nội",62,2.28,2,1,31,,,,1,3941768
1553,"Trực tiếp cđt housinco quỹ căn 2pn - 3pn - dualkey giá tốt nhất, htls 0%, ck 5%","Tân Triều, Huyện Thanh Trì, Hà Nội",94,3.44,3,2,31,,,,1,3941782
1554,Chỉ với 135tr bạn đã sở hửu căn hộ 1pn tại vị trí vàng của thành phố thuận an,"Legacy Central, Thị Xã Thuận An, Bình Dương",42,0.9,1,1,,,,,,3942893
1555,Bán căn hộ nghỉ dưỡng quy nhơn tỉnh bình định,"Takashi Ocean Suite, Thành Phố Quy Nhơn, Bình Định",42,1.51,1,1,,Đông nam,,,,3942891
1556,Bán gấp khu đô thị rose town 79 ngọc hồi quận hoàng mai 2pn 60m2. giá 1.5,"Rose Town, Quận Hoàng Mai, Hà Nội",60,1.5,2,2,,,,,,3829056
